ST_FIPS,CONTROL,PREDDEG,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,LATITUDE,LONGITUDE
Michigan,Private For-profit,Certificate,0.5644,0.1867,0.12,0.0222,0.0133,0.0044,0.0667,0.0,0.0222,43.028642,-85.691067
New Jersey,Private Nonprofit,Bachelor's degree,0.6264,0.0991,0.141,0.0222,0.0044,0.0006,0.0191,0.0197,0.0673,40.099617,-74.228186
Ohio,Public,Bachelor's degree,0.7139,0.0348,0.0481,0.0222,0.0016,0.0006,0.0375,0.1376,0.0038,39.507757,-84.732954
Texas,Private For-profit,Certificate,0.1111,0.4148,0.4222,0.0222,0.0074,0.0,0.0,0.0222,0.0,32.829511,-96.983082
California,Private For-profit,Certificate,0.4083,0.0472,0.35,0.0222,0.0139,0.0083,0.1444,0.0,0.0056,33.507316,-117.146674
Tennessee,Private For-profit,Certificate,0.8778,0.0444,0.0444,0.0222,0.0,0.0,0.0111,0.0,0.0,35.488524,-86.093863
New Mexico,Private For-profit,Certificate,0.3,0.0444,0.5778,0.0222,0.0333,0.0,0.0111,0.0,0.0111,35.091873,-106.667464
Virginia,Private For-profit,Certificate,0.3259,0.3778,0.1926,0.0222,0.0,0.0,0.0741,0.0,0.0074,38.635367,-77.293304
Alabama,Public,Bachelor's degree,0.452,0.4131,0.0117,0.0221,0.004,0.0007,0.0393,0.0488,0.0084,32.36736,-86.177544
Colorado,Public,Bachelor's degree,0.627,0.0438,0.2233,0.0221,0.0039,0.002,0.0446,0.0112,0.022,40.410855,-104.692777
Florida,Public,Associate degree,0.6342,0.1143,0.1444,0.0221,0.0046,0.002,0.0463,0.0133,0.019,28.38361,-80.756474
Florida,Public,Certificate,0.6654,0.1838,0.0735,0.0221,0.0037,0.0,0.0331,0.0184,0.0,27.005558,-82.147238
Georgia,Private For-profit,Bachelor's degree,0.4448,0.4282,0.0608,0.0221,0.0083,0.0,0.0,0.0,0.0359,31.999571,-81.105435
New Jersey,Public,Associate degree,0.6795,0.0505,0.1547,0.0221,0.0024,0.0009,0.0302,0.0164,0.0434,40.007809,-74.16549
New York,Private Nonprofit,Certificate,0.7123,0.0221,0.0584,0.0221,0.004,0.002,0.0201,0.1046,0.0543,43.730713,-73.812057
Ohio,Public,Associate degree,0.5464,0.2602,0.0734,0.0221,0.0031,0.0,0.0353,0.0245,0.0351,41.494906,-81.683533
Pennsylvania,Private Nonprofit,Bachelor's degree,0.5024,0.2319,0.1497,0.0221,0.0105,0.0,0.0242,0.0179,0.0411,40.361351,-75.909742
Pennsylvania,Private Nonprofit,Bachelor's degree,0.7395,0.0352,0.0881,0.0221,0.0016,0.0,0.0295,0.0639,0.0201,39.836597,-77.236792
Washington,Public,Certificate,0.4988,0.0043,0.3948,0.0221,0.0031,0.0012,0.0412,0.0031,0.0314,47.183651,-119.325678
Florida,Public,Certificate,0.2046,0.2821,0.365,0.0221,0.0055,0.0066,0.0409,0.0,0.073,27.997242,-82.435933
California,Private Nonprofit,Bachelor's degree,0.0662,0.0074,0.3897,0.0221,0.0147,0.0,0.0074,0.4191,0.0735,34.045985,-118.082964
California,Private For-profit,Certificate,0.1502,0.0293,0.7436,0.022,0.0147,0.0,0.0403,0.0,0.0,36.27164,-119.312151
California,Private For-profit,Certificate,0.033,0.0604,0.7143,0.022,0.0055,0.011,0.0,0.0,0.1538,34.189497,-118.450184
Florida,Public,Certificate,0.1883,0.4731,0.2854,0.022,0.006,0.002,0.0233,0.0,0.0,26.031736,-80.198024
New Jersey,Private For-profit,Certificate,0.4686,0.1447,0.2642,0.022,0.0094,0.0,0.0063,0.0,0.0849,40.551078,-74.420989
New York,Private Nonprofit,Bachelor's degree,0.5621,0.0701,0.1723,0.022,0.007,0.0015,0.0085,0.0065,0.1498,41.513872,-74.012655
Virginia,Private For-profit,Bachelor's degree,0.1792,0.1195,0.0566,0.022,0.0031,0.0031,0.0094,0.0,0.6069,38.89743,-77.072001
Kentucky,Private For-profit,Certificate,0.7802,0.0989,0.033,0.022,0.0,0.0,0.0549,0.0,0.011,36.966303,-86.433521
Illinois,Private Nonprofit,Bachelor's degree,0.4491,0.1265,0.3199,0.0219,0.0007,0.0021,0.0342,0.0349,0.0109,41.898696,-87.809482
Maryland,Public,Associate degree,0.706,0.1256,0.067,0.0219,0.0025,0.0015,0.0463,0.012,0.0173,39.631009,-77.667379
Pennsylvania,Public,Associate degree,0.4218,0.1088,0.3827,0.0219,0.0047,0.003,0.0299,0.0248,0.0024,40.334861,-75.935086
Missouri,Public,Associate degree,0.7713,0.0722,0.0498,0.0219,0.0031,0.0014,0.0404,0.0094,0.0305,38.759703,-90.641105
Arizona,Private For-profit,Bachelor's degree,0.5548,0.0959,0.1329,0.0219,0.0219,0.0055,0.0685,0.0027,0.0959,33.377712,-111.976087
West Virginia,Private For-profit,Bachelor's degree,0.5462,0.1623,0.1341,0.0219,0.0057,0.009,0.0424,0.0067,0.0717,39.287826,-77.860121
Maryland,Public,Bachelor's degree,0.5214,0.3308,0.0532,0.0218,0.0021,0.0002,0.0415,0.017,0.0119,39.650918,-78.934293
Michigan,Private Nonprofit,Bachelor's degree,0.779,0.0897,0.0487,0.0218,0.0038,0.0019,0.0115,0.0436,0.0,42.979966,-85.595328
New Hampshire,Public,Associate degree,0.7893,0.0149,0.0317,0.0218,0.0031,0.0056,0.0224,0.0,0.1112,43.072093,-70.798969
New Mexico,Public,Associate degree,0.2791,0.1408,0.2864,0.0218,0.0218,0.0922,0.0267,0.1262,0.0049,33.409617,-104.524448
New York,Private For-profit,Associate degree,0.4262,0.339,0.1235,0.0218,0.0097,0.0024,0.0581,0.0169,0.0024,43.058795,-76.136679
Ohio,Public,Bachelor's degree,0.6864,0.1079,0.052,0.0218,0.0018,0.0007,0.0356,0.0596,0.0342,41.660572,-83.614714
Tennessee,Private Nonprofit,Bachelor's degree,0.7409,0.1693,0.0209,0.0218,0.0121,0.001,0.0,0.0243,0.0097,35.676896,-88.858524
Wisconsin,Private Nonprofit,Bachelor's degree,0.6845,0.0589,0.1349,0.0218,0.0047,0.0018,0.032,0.0113,0.0502,42.622969,-87.820924
Pennsylvania,Private For-profit,Certificate,0.5927,0.3055,0.0727,0.0218,0.0,0.0,0.0,0.0,0.0073,39.940744,-75.148414
Colorado,Private For-profit,Certificate,0.5217,0.1558,0.1993,0.0217,0.0181,0.0145,0.0688,0.0,0.0,38.913621,-104.786252
Massachusetts,Public,Associate degree,0.684,0.0908,0.0908,0.0217,0.0026,0.0008,0.0611,0.0003,0.0479,41.721994,-71.119133
Missouri,Private Nonprofit,Bachelor's degree,0.4553,0.1951,0.2073,0.0217,0.0049,0.0075,0.0372,0.016,0.0551,39.189256,-94.679041
Oregon,Private Nonprofit,Bachelor's degree,0.4565,0.163,0.1304,0.0217,0.0,0.0652,0.1304,0.0109,0.0217,44.032674,-123.15355
South Carolina,Public,Bachelor's degree,0.7756,0.0791,0.0583,0.0217,0.0042,0.002,0.0387,0.009,0.0114,32.784225,-79.939794
Ohio,Private Nonprofit,Associate degree,0.9783,0.0,0.0,0.0217,0.0,0.0,0.0,0.0,0.0,40.077583,-83.456645
Oregon,Private For-profit,Certificate,0.3975,0.0093,0.2236,0.0217,0.0,0.0031,0.0342,0.0,0.3106,44.969198,-122.967715
California,Private For-profit,Certificate,0.3841,0.1159,0.3804,0.0217,0.0,0.0072,0.0036,0.0,0.087,34.155811,-118.467369
California,Private For-profit,Certificate,0.2174,0.0163,0.7174,0.0217,0.0163,0.0,0.0109,0.0,0.0,36.301861,-119.309922
Florida,Private For-profit,Certificate,0.5435,0.0217,0.3696,0.0217,0.0,0.0,0.0,0.0,0.0435,26.330412,-81.780821
Colorado,Private For-profit,Certificate,0.3348,0.1652,0.387,0.0217,0.0087,0.0043,0.0696,0.0,0.0087,39.6956,-104.831481
Michigan,Private For-profit,Bachelor's degree,0.5652,0.3261,0.0435,0.0217,0.0,0.0217,0.0,0.0,0.0217,42.495506,-83.457358
Alabama,Private For-profit,Certificate,0.6522,0.2826,0.0217,0.0217,0.0,0.0217,0.0,0.0,0.0,34.736145,-86.655724
Pennsylvania,Public,Certificate,0.7174,0.0652,0.1739,0.0217,0.0,0.0,0.0217,0.0,0.0,40.388341,-76.000808
Delaware,Private Nonprofit,Bachelor's degree,0.5134,0.2601,0.0812,0.0216,0.0133,0.0019,0.009,0.0313,0.0683,39.682299,-75.586998
Iowa,Public,Associate degree,0.5502,0.0399,0.2136,0.0216,0.0237,0.0011,0.0334,0.0841,0.0324,42.00065,-92.909411
Kansas,Public,Associate degree,0.5868,0.1607,0.1492,0.0216,0.0096,0.006,0.0418,0.0005,0.0239,38.403529,-98.731648
Maine,Public,Associate degree,0.7849,0.0824,0.0359,0.0216,0.0036,0.0017,0.0359,0.0082,0.0258,43.646649,-70.229182
Michigan,Private Nonprofit,Bachelor's degree,0.6244,0.1194,0.0454,0.0216,0.0013,0.0026,0.0294,0.1229,0.0329,42.384323,-83.404722
Nevada,Public,Associate degree,0.5762,0.0186,0.2584,0.0216,0.0225,0.0074,0.0416,0.0013,0.0524,39.186158,-119.79036
New Mexico,Private Nonprofit,Bachelor's degree,0.274,0.1394,0.2909,0.0216,0.0313,0.0048,0.0,0.0601,0.1779,32.775496,-103.186948
New York,Public,Bachelor's degree,0.7321,0.049,0.15,0.0216,0.0033,0.0007,0.0236,0.0075,0.0123,42.468861,-75.063632
Oklahoma,Public,Bachelor's degree,0.4629,0.0404,0.06,0.0216,0.1777,0.0003,0.2072,0.0245,0.0054,35.919939,-94.967229
Oregon,Private Nonprofit,Bachelor's degree,0.7536,0.0165,0.0186,0.0216,0.0103,0.0082,0.0608,0.0371,0.0732,44.882399,-122.961129
Washington,Public,Certificate,0.6071,0.0231,0.1471,0.0216,0.027,0.0046,0.114,0.0054,0.0501,46.953881,-123.803068
Utah,Private Nonprofit,Bachelor's degree,0.5247,0.071,0.179,0.0216,0.0154,0.0247,0.142,0.0,0.0216,40.659626,-111.902145
New Jersey,Public,Associate degree,0.6213,0.1274,0.0823,0.0215,0.0022,0.0022,0.0384,0.0057,0.099,39.781339,-75.121269
New York,Private Nonprofit,Certificate,0.3932,0.1689,0.2387,0.0215,0.0042,0.0048,0.1056,0.04,0.0233,40.772275,-73.987549
Pennsylvania,Private Nonprofit,Bachelor's degree,0.7685,0.0287,0.0812,0.0215,0.0011,0.0006,0.0182,0.0149,0.0652,41.434587,-75.634142
Texas,Private For-profit,Certificate,0.1674,0.5064,0.2403,0.0215,0.0086,0.0,0.0429,0.0,0.0129,32.720725,-97.140834
Wisconsin,Private For-profit,Certificate,0.5806,0.1505,0.1505,0.0215,0.0,0.0,0.0968,0.0,0.0,42.55804,-87.853088
Florida,Public,Associate degree,0.6795,0.1063,0.1161,0.0214,0.0028,0.0028,0.0408,0.0024,0.028,29.647516,-81.681387
South Dakota,Public,Bachelor's degree,0.8112,0.0227,0.0427,0.0214,0.0255,0.0021,0.031,0.0393,0.0041,45.450829,-98.484728
Oklahoma,Public,Certificate,0.5571,0.05,0.0643,0.0214,0.25,0.0,0.0571,0.0,0.0,36.209828,-94.778431
Connecticut,Private For-profit,Certificate,0.173,0.2299,0.4739,0.0213,0.0,0.0024,0.0427,0.0,0.0569,41.727016,-72.725762
Florida,Private For-profit,Certificate,0.4628,0.383,0.0479,0.0213,0.0,0.0106,0.0691,0.0,0.0053,30.259433,-81.527515
Florida,Private Nonprofit,Bachelor's degree,0.6308,0.0879,0.1588,0.0213,0.0017,0.0029,0.0317,0.045,0.02,26.7044,-80.05247
Iowa,Public,Associate degree,0.6953,0.0909,0.1236,0.0213,0.0024,0.0003,0.0446,0.0047,0.0169,41.522179,-90.574459
Iowa,Private For-profit,Certificate,0.6809,0.1277,0.0851,0.0213,0.0,0.0213,0.0638,0.0,0.0,41.624684,-93.711628
New York,Private For-profit,Certificate,0.1848,0.2085,0.0403,0.0213,0.0024,0.0,0.0,0.0,0.5427,42.680833,-73.788615
Pennsylvania,Private Nonprofit,Certificate,0.7538,0.0456,0.1185,0.0213,0.0061,0.0,0.0243,0.0,0.0304,40.32606,-75.950474
Virginia,Private For-profit,Certificate,0.4565,0.4039,0.0673,0.0213,0.0148,0.0033,0.0148,0.0,0.0181,36.841381,-76.182268
New Mexico,Private For-profit,Bachelor's degree,0.2128,0.0213,0.4894,0.0213,0.1064,0.0,0.0,0.0,0.1489,35.088818,-106.589352
Missouri,Public,Associate degree,0.7636,0.1015,0.0393,0.0212,0.0037,0.0017,0.0396,0.0028,0.0266,39.418607,-92.455064
New York,Public,Associate degree,0.5469,0.1334,0.2272,0.0212,0.0019,0.0008,0.0406,0.0117,0.0163,41.724245,-73.904652
Utah,Private For-profit,Certificate,0.6219,0.0212,0.1696,0.0212,0.0071,0.0389,0.0177,0.0071,0.0954,40.666643,-111.835077
Wisconsin,Private Nonprofit,Bachelor's degree,0.7876,0.0565,0.0741,0.0212,0.0042,0.0007,0.0233,0.0,0.0325,43.777411,-88.420638
Ohio,Private For-profit,Certificate,0.1873,0.7067,0.0389,0.0212,0.0,0.0035,0.0353,0.0,0.0071,41.614633,-83.665339
Illinois,Public,Bachelor's degree,0.7313,0.0931,0.1106,0.0211,0.0011,0.001,0.0319,0.0071,0.0029,40.509403,-88.990058
Indiana,Private For-profit,Associate degree,0.7887,0.0775,0.0775,0.0211,0.0141,0.0,0.0,0.0,0.0211,41.467574,-87.066331
Kansas,Private Nonprofit,Bachelor's degree,0.5634,0.1813,0.1778,0.0211,0.0246,0.0,0.0123,0.007,0.0123,38.219937,-98.208644
Massachusetts,Public,Associate degree,0.723,0.0874,0.0662,0.0211,0.007,0.0042,0.0317,0.0049,0.0543,42.45975,-73.314704
Ohio,Public,Associate degree,0.5301,0.2416,0.1319,0.0211,0.0095,0.0062,0.0502,0.0,0.0094,40.376056,-80.672337
Georgia,Private For-profit,Certificate,0.0282,0.8099,0.0563,0.0211,0.0,0.0,0.0,0.0,0.0845,33.843835,-84.251384
Florida,Private Nonprofit,Bachelor's degree,0.2657,0.1818,0.4755,0.021,0.0,0.0,0.0,0.0,0.0559,25.68307,-80.417646
Illinois,Private Nonprofit,Bachelor's degree,0.4775,0.1181,0.2102,0.021,0.0,0.003,0.024,0.046,0.1001,42.061754,-88.291336
Kansas,Public,Certificate,0.3105,0.0384,0.5425,0.021,0.0046,0.0009,0.0027,0.0356,0.0438,37.059807,-100.917695
Michigan,Private Nonprofit,Bachelor's degree,0.8234,0.0259,0.0739,0.021,0.0,0.0,0.0299,0.0233,0.0026,42.787298,-86.102089
New Mexico,Public,Associate degree,0.3063,0.018,0.5105,0.021,0.0976,0.0015,0.0285,0.0045,0.012,35.886153,-106.319557
Pennsylvania,Private Nonprofit,Bachelor's degree,0.7035,0.1556,0.07,0.021,0.0008,0.0008,0.0218,0.0156,0.0109,40.027981,-75.570711
Pennsylvania,Private Nonprofit,Bachelor's degree,0.7403,0.0524,0.0509,0.021,0.0015,0.0,0.0367,0.0292,0.0681,40.170622,-80.24049
Virginia,Private Nonprofit,Bachelor's degree,0.6426,0.1021,0.0736,0.021,0.006,0.003,0.0661,0.0661,0.0195,37.354201,-79.943277
North Carolina,Private For-profit,Certificate,0.3964,0.3886,0.11,0.021,0.01,0.0028,0.058,0.0,0.0133,35.767841,-78.727186
Michigan,Public,Bachelor's degree,0.6885,0.1156,0.0711,0.0209,0.0049,0.001,0.0361,0.0521,0.0099,42.282194,-85.613759
Texas,Public,Associate degree,0.4243,0.1921,0.3368,0.0209,0.004,0.0009,0.0083,0.0043,0.0083,29.39581,-94.999602
Texas,Private For-profit,Bachelor's degree,0.3529,0.1954,0.3833,0.0209,0.0133,0.0076,0.0,0.0057,0.0209,30.479036,-97.675263
Arkansas,Public,Bachelor's degree,0.6583,0.1695,0.0565,0.0208,0.0052,0.0006,0.0411,0.0463,0.0018,35.077945,-92.457672
Florida,Public,Certificate,0.1905,0.4077,0.3601,0.0208,0.003,0.003,0.0119,0.0,0.003,28.550422,-81.383783
Idaho,Public,Associate degree,0.8039,0.0151,0.0696,0.0208,0.0359,0.009,0.0,0.0,0.0457,47.67569,-116.798905
Minnesota,Public,Bachelor's degree,0.7562,0.0653,0.0445,0.0208,0.004,0.001,0.0366,0.0589,0.0129,44.45373,-95.759548
New York,Public,Bachelor's degree,0.6985,0.1116,0.0774,0.0208,0.0026,0.0004,0.0278,0.0103,0.0506,43.211926,-77.947188
North Dakota,Private For-profit,Certificate,0.8542,0.0,0.0417,0.0208,0.0208,0.0,0.0,0.0,0.0625,47.900289,-97.044408
Ohio,Public,Bachelor's degree,0.7643,0.1044,0.0445,0.0208,0.0012,0.0012,0.0359,0.0126,0.0151,39.377448,-84.563385
Texas,Public,Bachelor's degree,0.3159,0.0669,0.5382,0.0208,0.0014,0.0014,0.0185,0.027,0.0098,31.889509,-102.329634
Wisconsin,Public,Bachelor's degree,0.896,0.008,0.0331,0.0208,0.0012,0.0003,0.0327,0.0076,0.0004,43.81568,-91.23186
Colorado,Private For-profit,Certificate,0.7708,0.0208,0.1875,0.0208,0.0,0.0,0.0,0.0,0.0,40.531914,-105.042377
Florida,Public,Certificate,0.5417,0.2738,0.1131,0.0208,0.006,0.0,0.0446,0.0,0.0,29.178271,-82.147877
California,Private For-profit,Certificate,0.5,0.1771,0.2604,0.0208,0.0,0.0208,0.0208,0.0,0.0,32.819023,-116.981781
New York,Private For-profit,Certificate,0.9375,0.0208,0.0208,0.0208,0.0,0.0,0.0,0.0,0.0,42.43935,-76.496181
New York,Private For-profit,Certificate,0.5417,0.2014,0.1736,0.0208,0.0069,0.0,0.0,0.0,0.0556,40.725914,-73.499036
Missouri,Private For-profit,Certificate,0.2292,0.6042,0.125,0.0208,0.0,0.0208,0.0,0.0,0.0,39.09844,-94.556313
Connecticut,Private Nonprofit,Bachelor's degree,0.722,0.0498,0.1178,0.0207,0.0015,0.0007,0.0212,0.0125,0.0538,41.220893,-73.243332
Indiana,Public,Certificate,0.7094,0.1391,0.0474,0.0207,0.0036,0.0017,0.0365,0.0058,0.0358,39.803753,-86.158213
Washington,Public,Associate degree,0.5858,0.0217,0.0755,0.0207,0.0143,0.0034,0.056,0.0444,0.1781,47.676741,-117.463538
Ohio,Public,Certificate,0.8423,0.0498,0.0332,0.0207,0.0,0.0,0.0124,0.0,0.0415,39.488772,-84.202969
Georgia,Private Nonprofit,Certificate,0.0853,0.6129,0.212,0.0207,0.0023,0.0023,0.03,0.0,0.0346,33.934121,-84.155475
Arizona,Private Nonprofit,Bachelor's degree,0.5588,0.0912,0.2294,0.0206,0.0294,0.0088,0.0088,0.0,0.0529,33.572173,-112.113001
Indiana,Private Nonprofit,Bachelor's degree,0.5891,0.0436,0.2376,0.0206,0.0012,0.0012,0.023,0.0776,0.0061,41.563582,-85.827795
Tennessee,Public,Associate degree,0.2527,0.6259,0.0595,0.0206,0.0019,0.0014,0.0254,0.0084,0.0042,35.138532,-90.036723
New Jersey,Private For-profit,Certificate,0.5876,0.0619,0.299,0.0206,0.0,0.0103,0.0103,0.0,0.0103,40.962698,-74.071583
Oklahoma,Public,Certificate,0.6392,0.0619,0.0103,0.0206,0.1959,0.0103,0.0412,0.0,0.0206,36.326822,-95.634154
Indiana,Private Nonprofit,Bachelor's degree,0.7215,0.0555,0.0943,0.0205,0.0006,0.0,0.0356,0.0363,0.0356,41.462239,-87.040172
Michigan,Private Nonprofit,Bachelor's degree,0.6276,0.1508,0.1019,0.0205,0.0026,0.0,0.0317,0.0172,0.0476,42.245049,-84.745639
Pennsylvania,Public,Bachelor's degree,0.6546,0.0804,0.205,0.0205,0.0016,0.0,0.0237,0.0063,0.0079,40.983958,-76.031061
North Carolina,Private For-profit,Certificate,0.2902,0.5615,0.0962,0.0205,0.0016,0.0,0.0158,0.0016,0.0126,36.039324,-79.834444
Utah,Public,Certificate,0.7625,0.0059,0.1144,0.0205,0.0147,0.0029,0.0205,0.0,0.0587,40.527752,-112.325714
Alabama,Private Nonprofit,Bachelor's degree,0.7551,0.0816,0.0816,0.0204,0.0,0.0,0.0204,0.0408,0.0,34.856153,-87.663051
California,Private For-profit,Certificate,0.2959,0.3367,0.2959,0.0204,0.0,0.0408,0.0,0.0,0.0102,32.715375,-117.157988
Connecticut,Private Nonprofit,Bachelor's degree,0.517,0.1514,0.1548,0.0204,0.0102,0.0034,0.0527,0.0017,0.0884,41.328013,-72.09523
Idaho,Public,Associate degree,0.6176,0.0138,0.2809,0.0204,0.0096,0.0034,0.017,0.0226,0.0147,42.579837,-114.473901
Illinois,Private For-profit,Certificate,0.6122,0.2857,0.0,0.0204,0.0,0.0,0.0408,0.0,0.0408,39.846081,-88.933574
Iowa,Private For-profit,Bachelor's degree,0.5004,0.1124,0.0572,0.0204,0.0117,0.002,0.0145,0.0121,0.2694,43.262923,-93.641714
Louisiana,Private Nonprofit,Certificate,0.7857,0.1633,0.0204,0.0204,0.0102,0.0,0.0,0.0,0.0,30.449088,-91.153084
New Mexico,Public,Associate degree,0.0524,0.0077,0.1444,0.0204,0.7374,0.0019,0.0192,0.0089,0.0077,35.502662,-108.727252
North Carolina,Private Nonprofit,Bachelor's degree,0.4677,0.277,0.1158,0.0204,0.0079,0.0011,0.0352,0.0045,0.0704,35.789139,-78.637697
Pennsylvania,Private Nonprofit,Bachelor's degree,0.6429,0.1565,0.0816,0.0204,0.0102,0.0034,0.0102,0.0544,0.0204,40.134393,-75.060808
Wyoming,Private For-profit,Certificate,0.5918,0.0408,0.3469,0.0204,0.0,0.0,0.0,0.0,0.0,41.134123,-104.816751
Nebraska,Private Nonprofit,Bachelor's degree,0.7796,0.0612,0.0816,0.0204,0.002,0.002,0.0245,0.0,0.0286,40.815541,-96.650758
California,Private Nonprofit,Bachelor's degree,0.483,0.2109,0.1769,0.0204,0.0068,0.0068,0.0612,0.0,0.034,34.047958,-118.257251
Iowa,Private For-profit,Certificate,0.7823,0.0136,0.0272,0.0204,0.0,0.0068,0.0204,0.0,0.1293,41.562675,-93.802586
Florida,Private For-profit,Associate degree,0.1633,0.7245,0.0612,0.0204,0.0,0.0306,0.0,0.0,0.0,26.68295,-80.22826
Connecticut,Private For-profit,Certificate,0.7653,0.0612,0.1531,0.0204,0.0,0.0,0.0,0.0,0.0,41.392938,-73.290525
Illinois,Private Nonprofit,Bachelor's degree,0.2128,0.2395,0.4068,0.0203,0.0034,0.0014,0.0145,0.0635,0.0378,41.880093,-87.624699
New Jersey,Private For-profit,Certificate,0.6814,0.1153,0.1153,0.0203,0.0034,0.0034,0.0339,0.0,0.0271,39.851767,-74.999788
Ohio,Private Nonprofit,Bachelor's degree,0.8054,0.0071,0.1167,0.0203,0.0019,0.0009,0.0236,0.0118,0.0123,40.376919,-80.620524
Maryland,Private For-profit,Certificate,0.0721,0.6969,0.1941,0.0203,0.0018,0.0,0.0074,0.0,0.0074,38.949933,-76.866393
Florida,Private For-profit,Certificate,0.2983,0.1458,0.4847,0.0203,0.0034,0.0034,0.0373,0.0,0.0068,28.680653,-81.334196
Pennsylvania,Private For-profit,Certificate,0.6824,0.0405,0.1284,0.0203,0.0,0.0068,0.0676,0.0,0.0541,40.56865,-75.555591
Kentucky,Private For-profit,Certificate,0.6179,0.2561,0.061,0.0203,0.0081,0.0,0.0285,0.0,0.0081,38.224517,-85.560651
Georgia,Public,Associate degree,0.4313,0.4218,0.0738,0.0203,0.0307,0.0042,0.0011,0.0063,0.0105,33.07944,-83.224211
Arizona,Private For-profit,Certificate,0.4646,0.0808,0.3333,0.0202,0.0303,0.0,0.0404,0.0,0.0303,32.21901,-110.856785
Arizona,Public,Bachelor's degree,0.5583,0.0331,0.2475,0.0202,0.0249,0.0024,0.0566,0.045,0.0122,35.188449,-111.653724
Louisiana,Private Nonprofit,Bachelor's degree,0.6471,0.1415,0.1048,0.0202,0.0055,0.0018,0.0643,0.0147,0.0,32.483335,-93.730834
New York,Private For-profit,Certificate,0.0536,0.1941,0.139,0.0202,0.0085,0.0,0.0,0.0,0.5846,40.75043,-73.941511
New York,Private Nonprofit,Bachelor's degree,0.6462,0.0526,0.1494,0.0202,0.0022,0.001,0.0167,0.0,0.1119,40.775933,-73.024661
Oregon,Private For-profit,Certificate,0.6872,0.0258,0.1738,0.0202,0.0078,0.0034,0.0561,0.0,0.0258,45.32216,-122.768527
Texas,Public,Associate degree,0.5048,0.1534,0.286,0.0202,0.0062,0.0043,0.0026,0.0,0.0226,31.070715,-97.350471
New Jersey,Private Nonprofit,Bachelor's degree,0.1393,0.3258,0.418,0.0202,0.0,0.0,0.0292,0.0382,0.0292,40.738539,-74.169153
Massachusetts,Private For-profit,Certificate,0.6032,0.1134,0.164,0.0202,0.002,0.0,0.083,0.002,0.0121,42.209969,-71.202405
Connecticut,Private For-profit,Certificate,0.5253,0.1313,0.2121,0.0202,0.0,0.0,0.0303,0.0,0.0808,41.397798,-73.061063
Alabama,Public,Associate degree,0.6533,0.1779,0.0643,0.0201,0.014,0.0002,0.0527,0.0089,0.0085,34.645844,-86.949674
Kentucky,Private Nonprofit,Bachelor's degree,0.799,0.0486,0.0398,0.0201,0.002,0.0008,0.0394,0.0133,0.037,38.219279,-85.704997
Maryland,Public,Associate degree,0.5667,0.2821,0.0598,0.0201,0.0037,0.0008,0.0442,0.0066,0.016,38.373723,-75.499659
Nebraska,Public,Bachelor's degree,0.8661,0.013,0.0664,0.0201,0.0012,0.0,0.0225,0.0024,0.0083,41.256312,-95.973966
Nebraska,Private Nonprofit,Bachelor's degree,0.8086,0.0294,0.0685,0.0201,0.0027,0.0016,0.0283,0.0114,0.0294,40.839098,-96.64831
New York,Private Nonprofit,Bachelor's degree,0.6396,0.196,0.0409,0.0201,0.0101,0.006,0.0013,0.0,0.0859,42.92856,-78.855941
Tennessee,Private Nonprofit,Bachelor's degree,0.8051,0.0467,0.058,0.0201,0.0038,0.0011,0.0387,0.0091,0.0175,36.135589,-86.794807
Utah,Private Nonprofit,Bachelor's degree,0.8141,0.0051,0.0634,0.0201,0.0027,0.0069,0.043,0.0326,0.0122,40.250851,-111.649281
Illinois,Private For-profit,Associate degree,0.1675,0.4506,0.3082,0.0201,0.0017,0.0,0.0218,0.0,0.0302,41.751724,-87.797406
New Jersey,Private For-profit,Certificate,0.0,0.0251,0.9548,0.0201,0.0,0.0,0.0,0.0,0.0,40.77578,-74.026091
Utah,Private For-profit,Certificate,0.3758,0.1007,0.2886,0.0201,0.0201,0.1007,0.0872,0.0,0.0067,40.621415,-111.891446
California,Private Nonprofit,Bachelor's degree,0.56,0.1,0.16,0.02,0.0,0.04,0.02,0.06,0.04,32.799614,-116.905461
Iowa,Private For-profit,Certificate,0.52,0.24,0.08,0.02,0.0,0.0,0.14,0.0,0.0,42.511022,-92.433262
Ohio,Private For-profit,Certificate,0.63,0.29,0.02,0.02,0.02,0.02,0.0,0.0,0.0,39.856608,-82.831966
California,Private For-profit,Certificate,0.0153,0.1802,0.4087,0.02,0.0071,0.013,0.0695,0.0,0.2862,33.893016,-118.287234
Virginia,Private For-profit,Certificate,0.16,0.56,0.12,0.02,0.04,0.0,0.0,0.0,0.1,37.43843,-77.593651
New Jersey,Private For-profit,Bachelor's degree,0.1861,0.5842,0.1425,0.02,0.0047,0.0035,0.0294,0.0035,0.0259,39.939316,-75.015401
Florida,Public,Associate degree,0.6014,0.137,0.1804,0.0199,0.0022,0.0017,0.0383,0.0027,0.0164,29.203275,-81.049685
New Jersey,Public,Associate degree,0.5609,0.1704,0.1132,0.0199,0.0025,0.0037,0.0299,0.0,0.0995,39.698756,-75.47013
Ohio,Private For-profit,Certificate,0.4775,0.44,0.0256,0.0199,0.0024,0.0,0.0,0.0,0.0346,40.084407,-82.901039
