Area,Year,Savanna fires,Forest fires,Crop Residues,Rice Cultivation,Drained organic soils (CO2),Pesticides Manufacturing,Food Transport,Forestland,Net Forest conversion,Food Household Consumption,Food Retail,On-farm Electricity Use,Food Packaging,Agrifood Systems Waste Disposal,Food Processing,Fertilizers Manufacturing,IPPU,Manure applied to Soils,Manure left on Pasture,Manure Management,Fires in organic soils,Fires in humid tropical forests,On-farm energy use,Rural population,Urban population,Total Population - Male,Total Population - Female,total_emission,Average Temperature °C
Lithuania,2000,0.0115,0.0717,182.9137,622.0513988217181,9950.8978,43.86608281181508,255.5728,-4264.8833,0,290.6548,105.939,18.8001,84.0859,491.633,402.0107,834.6975,2906.5037,281.0539,189.0443,734.2193,0,0,208.4606,1156103,2345732,1672672,1926964,13337.604481633534,2.156416666666667
Lithuania,2001,0.24,0,159.3207,622.0513988217181,9931.1234,44.41832129,274.0113,-4761.1667,0,287.7741,100.0126,16.9814,85.8024,549.1062,349.6261,1024.088,3157.8357,249.5149,161.6295,666.2711,0,0,195.9792,1149120,2324497,1651728,1908414,13114.619620110514,1.207833333333333
Lithuania,2002,0.4187,1.8267,172.3037,622.0513988217181,9919.7273,46.473518218022825,285.7878,-4761.1667,0,280.3163,98.8728,12.8592,52.8979,534.2945,361.3784,671.9422,3362.7348,259.3357,161.6432,698.3264,0,0,206.6448,1142699,2302055,1628508,1887291,12988.668617039744,1.7620833333333332
Lithuania,2003,2.562,3.5228,169.1461,622.0513988217181,9906.8102,46.75444801488343,296.6874,-4761.1667,0,280.1494,101.3579,10.5743,28.836,559.4249,373.1827,755.6521,3506.3771,267.2254,165.4994,718.6372,0,0,206.2165,1135717,2278635,1604731,1864944,13259.500546836602,0.8943333333333333
Lithuania,2004,0.2232,0.6524,176.6022,622.0513988217181,9870.0365,50.774486032721605,328.6399,-4761.1667,0,271.4921,108.5732,12.308,34.9479,568.5867,353.3722,756.0206,3718.0541,275.0087,172.1866,728.0627,0,0,223.2975,1127745,2253373,1580758,1841832,13509.72368485444,0.9111666666666666
Lithuania,2005,0.0106,0,177.6376,622.0513988217181,9851.9439,51.853305,351.1987,-4761.1667,0,278.5129,127.583,19.4738,46.9072,618.4132,371.8601,1654.0497,4089.8633,272.6063,168.9815,723.3939,0,0,225.5935,1115801,2228451,1555917,1817616,14890.76720382199,0.96125
Lithuania,2006,0.2618,0.1305,125.8382,483.5031536936295,9853.627,57.04989533383333,379.9625,-4761.1667,0,265.9704,138.9408,19.8595,41.7204,612.5911,383.5116,819.0194,4364.5191,275.9631,169.5908,728.0981,0,0,246.8084,1099915,2203756,1530425,1792506,14205.799049027464,1.413333333333333
Lithuania,2007,0.0106,0,182.6832,622.0513988217181,9862.6818,52,451.9097,-4761.1667,0,215.2671,115.2067,18.3609,60.4652,625.9231,392.6907,834.9275,6171.3834,281.0805,175.5042,735.4094,0,0,256.5354,1083093,2176998,1505052,1767366,16292.924098821715,1.9176666666666664
Lithuania,2008,0.8325,1.1742,203.4626,622.0513988217181,9856.5898,49,460.1878,-4761.1667,0,213.3083,118.5467,16.5874,30.2867,619.5142,352.9212,1715.6195,6096.2334,261.4384,165.7709,670.6036,0,0,244.7469,1065707,2148920,1481530,1742848,16937.708798821717,2.187
Lithuania,2009,1.5549,1.3047,219.7997,622.0513988217181,9834.1023,47,388.5287,-4761.1667,0,212.1896,127.0385,15.5295,25.5121,591.2717,343.0373,1678.3046,4446.3201,252.0578,161.563,643.9813,0,0,215.5796,1050712,2118060,1461131,1719348,15065.56009882172,1.1484166666666666
Lithuania,2010,0.0425,0,168.988,622.0513988217181,9831.9075,46,401.7603,-4761.1667,0,294.3724,258.7612,58.9068,59.7665,586.113,527.347,1610.7514,4669.6439,249.5539,157.9295,637.5306,0,0,240.5219,1038457,2085346,1442612,1696407,15660.78109882172,0.4212499999999999
Lithuania,2011,0.27,0,194.2903,622.0513988217181,9831.5509,51,413.1097,-12583.6883,1728.815,289.3645,249.1105,45.3907,52.7069,588.3938,529.4871,1827.7012,6349.0816,249.1002,155.8778,637.7633,0,0,241.5816,1024337,2055544,1425755,1674042,11472.95819882172,1.6880833333333332
Lithuania,2012,0,0,266.5192,839.7153706879534,9835.4848,61,419.0596,-12583.6883,1728.815,285.0668,269.5252,49.6679,40.5834,601.3639,543.9397,1876.7262,6804.1027,239.066,154.1591,599.796,0,0,245.1941,1006428,2030818,1410689,1652651,12276.096670687955,0.8342499999999999
Lithuania,2013,0,0,254.8117,839.7153706879534,9836.6064,48,421.6747,-12583.6883,1728.815,244.4541,259.2389,35.6178,37.2417,622.7706,496.6162,3945.1618,6322.6115,233.1386,149.7798,584.3415,0,0,238.2612,989541,2007793,1396602,1631587,13715.168570687954,1.4954166666666666
Lithuania,2014,0.0192,0,298.1566,839.7153706879534,9781.6792,47,463.2629,-12583.6883,1728.815,223.7217,261.0859,33.3042,35.042,603.1913,465.9732,4540.9052,6967.2353,227.0027,146.6658,563.6694,0,0,244.523,974207,1987639,1383705,1611223,14887.279670687956,2.0050833333333333
Lithuania,2015,0.2803,0.1305,357.9512,839.7153706879534,9781.5473,48,488.4768,-12583.6883,1728.815,214.8802,327.8959,35.7505,32.9188,576.7454,475.3058,4560.6267,7830.3152,229.942,151.3754,562.8727,0,0,226.9535,960792,1971134,1372141,1591623,15886.81027068795,2.4010833333333337
Lithuania,2016,0,0,311.2614,839.7153706879534,9701.8359,46,515.9408,-6030.2103,696.6769,211.8155,438.6875,28.284,27.2821,599.494,438.4576,4183.2139,8087.2311,223.2625,150.0567,544.4749,0,0,239.797,949079,1959170,1361233,1572440,21253.276870687954,1.756
Lithuania,2017,0,0,311.5728,839.7153706879534,9689.8451,38,536.661,-6030.2103,696.6769,202.8948,405.5533,16.1303,27.748,590.2637,396.0726,5032.9831,8485.7785,217.0755,145.9046,525.4252,0,0,242.0119,938898,1951399,1350949,1553501,22370.10237068796,1.6115000000000002
Lithuania,2018,0.1359,0.261,246.6187,834.5850463960314,9684.2863,32,581.0541,-6030.2103,696.6769,200.1539,251.3211,14.5931,26.1658,582.0814,391.2733,4237.3216,7455.7599,202.0061,137.6111,479.062,0,0,235.469,929713,1946762,1341245,1534882,20258.22594639603,2.25375
Lithuania,2019,0,0,309.235,834.5850463960314,9668.9289,35,605.2166,-6030.2103,696.6769,197.7744,239.7698,13.9546,25.076,576.523,361.3166,4482.6065,7643.9425,199.3239,132.6341,463.4603,0,0,245.6324,920766,1943693,1331885,1517198,20701.44624639603,2.9280833333333334
Lithuania,2020,0.153,0,380.1735,834.5850463960314,9675.1756,42,607.0396,-6030.2103,696.6769,192.5915,176.3059,13.7181,23.7965,571.3516,370.0652,4524.2227,6987.9379,198.9987,130.0698,463.6923,0,0,234.4857,911492,1940986,1321199,1499068,20092.82924639603,3.265166666666667
Luxembourg,2000,0,0,8.0331,246.40727646443952,5.0058,40.47728654911175,369.0613,-557.4606,2.3071,82.8884,154.9832,16.2826,213.413,90.5119,108.0059,1641.6791581344232,773.3354,44.1008,37.1986,101.4628,0,0,49.4258,68834,367269,214887,220741,3427.118821147975,1.78175
Luxembourg,2001,0,0,7.6588,246.40727646443952,4.9261,49.09346412768387,387.8425,-518.9991,0,83.9229,156.0363,16.8403,206.556,91.4517,109.4425,1641.6791581344232,697.1399,43.9665,37.2174,100.815,0,0,56.4944,66722,373476,217528,223722,3418.491098726547,1.1268333333333334
Luxembourg,2002,0,0,8.7486,246.40727646443952,4.7147,49.95139761055813,402.957,-518.9991,0,80.1335,132.2504,11.9816,208.6045,92.0604,120.0425,1641.6791581344232,720.2985,42.6224,36.0032,98.2891,0,0,56.4721,65233.99999999999,378492,219897,226016,3434.217232209421,1.596
Luxembourg,2003,0,0,8.6516,246.40727646443952,4.7014,5,443.6658,-518.9991,0,80.9985,139.0181,12.0021,183.7557,92.7598,98.955,1641.6791581344232,675.138,41.35,34.8408,96.0093,0,0,59.9598,63775,383547,222846,228505,3345.8932345988624,1.6489166666666666
Luxembourg,2004,0,0,9.3167,246.40727646443952,4.7014,53.84786211742809,515.9556,-518.9991,0,85.7588,130.585,13.3076,191.1644,93.5804,89.8261,1641.6791581344232,738.2407,40.7286,34.3942,94.6772,0,0,56.4054,62457,389362,226424,231364,3521.577297,0.8750833333333333
Luxembourg,2005,0,0,8.5948,246.40727646443952,4.7014,78.58486376791755,543.4094,-518.9991,0,86.3207,131.3384,11.1071,176.24,94.2417,84.5122,1641.6791581344232,721.6898,40.7303,34.2907,95.2027,0,0,59.8902,61360,396482,230148,234712,3539.941598,1.165333333333333
Luxembourg,2006,0,0,8.6275,246.40727646443952,4.7014,5,519.6743,-518.9991,0,81.6704,130.0897,10.3531,175.8013,94.7858,75.5091,1641.6791581344232,752.0541,39.9756,33.9238,92.8203,0,0,59.9463,60480,405074,234020,238383,3454.020034598863,1.6143333333333334
Luxembourg,2007,0,0,8.0436,246.40727646443952,4.7014,4,510.8524,-518.9991,0,81.3733,138.3519,10.392,164.1825,95.5424,68.2831,1641.6791581344232,762.5297,41.3498,35.3798,95.3726,0,0,63.3779,59770,414952,237821,242048,3452.819734598863,1.7371666666666667
Luxembourg,2008,0,0,10.2918,246.40727646443952,4.7014,4,518.1362,-518.9991,0,81.7507,140.0025,10.1372,157.7542,96.2008,74.9052,1641.6791581344232,703.0052,41.9445,36.006,96.4193,0,0,63.3779,59185,425920,242377,246258,3407.720234598862,1.2016666666666669
Luxembourg,2009,0,0,9.8947,246.40727646443952,4.7014,4,477.9064,-518.9991,0,85.9171,135.6264,12.7873,150.9859,96.7866,79.3666,1641.6791581344232,663.5655,42.1826,36.2296,96.8819,0,0,73.9341,58668,437611,247326,250542,3339.853434598863,1.2159166666666668
Luxembourg,2010,0,0,8.6286,246.40727646443952,4.7014,4,504.9256,-518.9991,0,91.168,150.3955,13.3458,149.7803,97.4529,73.4121,1641.6791581344232,695.1841,42.8498,36.8879,98.7053,0,0,73.9563,58167,449722,252231,254839,3414.4809345988638,0.011833333
Luxembourg,2011,0,0,7.8689,246.40727646443952,4.7014,4,536.5844,-242.6241,0,88.404,126.9325,15.6402,139.5706,98.5946,88.0497,1641.6791581344232,723.0093,42.0078,35.87,97.5726,0,0,59.8825,57681,462260,258257,259949,3714.1508345988623,1.91425
Luxembourg,2012,0,0,7.9971,246.40727646443952,4.7014,4,512.5528,-242.6241,0,86.3698,140.7753,12.844,131.9157,99.1316,80.0932,1641.6791581344232,703.8364,41.3151,35.0812,96.2388,0,0,59.8747,57239,475148,265001,265584,3662.189434598863,1.14625
Luxembourg,2013,0,0,9.0059,246.40727646443952,4.7014,3,502.9848,-242.6241,0,88.4633,138.1395,12.3041,112.4151,99.9258,72.5157,1641.6791581344232,701.5769,42.4632,35.9997,98.7781,0,0,66.9133,56792,487929,271681,271385,3634.6491345988634,0.6477499999999999
Luxembourg,2014,0,0,8.4223,246.40727646443952,4.7596,3,485.6187,-242.6241,0,87.2597,128.0699,12.0197,113.3864,99.5946,101.4236,1641.6791581344232,705.2892,43.262,36.8492,100.1464,0,0,66.8833,56277,500039,278485,277585,3641.446934598863,2.3926666666666665
Luxembourg,2015,0,0,9.0954,246.40727646443952,4.7596,3,456.1288,-242.6241,0,88.6739,130.3309,10.4231,108.0251,100.1399,75.5327,1641.6791581344232,674.314,44.1243,37.3537,102.8336,0,0,66.8755,55660,511081,285552,283856,3557.0728345988628,1.8869166666666668
Luxembourg,2016,0,0,7.1781,246.40727646443952,4.6801,3,444.8749,-279.7007,0,84.849,110.8268,7.0176,97.9983,100.9662,69.9956,1641.6791581344232,694.5082,44.7403,37.5791,104.7662,0,0,77.4212,54927,520820.00000000006,292904,290447,3498.7873345988637,1.4610833333333335
Luxembourg,2017,0,0.1303,7.7551,246.40727646443952,4.6801,2,458.8438,-279.7007,0,89.9641,117.6319,5.8387,86.6049,101.7627,68.0221,1641.6791581344232,723.2505,45.385,37.8256,106.8984,0,0,63.2038,54103,529352,299592,296690,3528.182734598863,1.711666666666667
Luxembourg,2018,0,0,7.938,246.40727646443952,4.6801,2,490.7574,-279.7007,0,81.4385,113.2364,4.8801,85.8841,102.5125,51.0504,1641.6791581344232,710.8119,43.5525,36.5241,102.0893,0,0,56.4439,53239,537082,305634,302279,3502.184934598863,2.5636666666666668
Luxembourg,2019,0,0,8.1652,246.40727646443952,4.5025,2,504.0591,-279.7007,0,80.1958,122.8192,4.3732,79.9496,103.1581,54.7132,1641.6791581344232,721.3629,43.4873,36.2384,102.4591,0,0,61.8892,52396,544596,311831,308142,3537.7585345988628,2.168416666666667
Luxembourg,2020,0,0,7.3571,246.40727646443952,4.5025,2,391.861,-279.7007,0,83.6457,109.9219,2.055,66.3632,103.7584,52.7359,1641.6791581344232,702.8821,43.202,36.0787,101.7449,0,0,8.1082,51616,552328,317202,313197,3324.602334598863,2.596833333333333
Malawi,1990,281.4975,410.4235,100.9752,56.9223,838.0748,2,46.0458,0,7068.6,2.691,66.6793,5.1257,67.63136607385836,370.8195,209.58772835754152,356.4910168671663,117.75,31.9205,456.2382,73.751,0,305.1005,24.6167,8346561,1090992,4643501,4896164,10892.94161129857,0.6818333333333334
Malawi,1991,281.4975,410.4235,114.4381,64.3684,838.0748,3,49.231,0,7068.6,5.4774,68.6683,6.2052,67.63136607385836,377.6407,209.58772835754152,356.4910168671663,128.61,34.1008,447.9933,76.2998,0,305.1005,24.6167,8495321,1145832,4785228,5046355,10938.056111298569,0.057583333
Malawi,1992,281.4975,410.4235,71.2649,35.7524,838.0748,4,49.9413,0,7068.6,7.8293,71.3234,9.4319,67.63136607385836,379.1444,209.58772835754152,356.4910168671663,125.54,37.8272,456.0036,82.8156,0,305.1005,24.6167,8540958,1188759,4923007,5192413,10892.897111298567,0.8275
Malawi,1993,281.4975,410.4235,130.5428,76.095,838.0748,4,50.8282,0,7068.6,9.7487,41.4606,11.394,67.63136607385836,378.7958,209.58772835754152,0.0351,132.105,33.4537,454.2225,75.5114,0,305.1005,28.1266,8530727,1225130,4991571,5265662,10607.23479,0.1965833333333333
Malawi,1994,281.4975,410.4235,86.7734,53.0513,838.0748,2,51.5311,0,7068.6,8.8042,43.5854,11.4288,67.63136607385836,381.1749,209.58772835754152,0.0811,130.205,33.581,425.7973,74.7388,0,305.1005,28.1266,8532528,1264448,4929944,5201856,10511.79429,0.20475
Malawi,1995,281.4975,410.4235,118.7119,65.2837,841.3906,2,51.5311,0,7068.6,8.9679,45.3251,10.5447,67.63136607385836,395.4038,209.58772835754152,0.126,138.3,41.1911,424.8772,87.6172,0,305.1005,31.663,8594810,1314278,4922616,5190199,10605.773894431404,0.8698181818181818
Malawi,1996,298.6558,291.5118,130.2864,80.7971,841.3906,4,52.2324,0,7068.6,9.0079,47.8473,9.8823,67.63136607385836,403.2888,209.58772835754152,0.1733,120.66,39.7337,445.9043,84.7288,0,200.4292,28.3384,8731923,1377866,5023324,5287204,10434.687194431404,0.1818181818181818
Malawi,1997,297.637,177.5252,116.0189,79.1213,843.4874,2,52.2324,0,7068.6,9.5588,50.7135,10.109,67.63136607385836,407.7145,209.58772835754152,0.2227,157.385,49.1943,435.3319,98.8,0,130.4151,28.3384,8928182,1453680,5126131,5386547,10291.624494431398,0.6018333333333333
Malawi,1998,308.2655,233.9439,141.3437,82.0338,850.8442,3,47.586,0,7068.6,9.4828,18.9054,10.7291,67.63136607385836,419.4112,209.58772835754152,0.2717,142.84,50.3435,484.5852,103.8592,0,174.4087,23.5474,9164948,1539796,5236453,5496002,10451.22039,1.128
Malawi,1999,272.7726,215.6087,171.8668,89.7268,859.6364,2,46.1787,0,7068.6,9.9042,23.8894,11.7332,67.63136607385836,435.5108,209.58772835754152,0.3241,167.095,51.6093,469.1805,105.5004,0,176.896,22.4981,9440461,1603895,5349843,5624113,10477.750094431403,0.3779166666666667
Malawi,2000,254.7291,59.4071,175.4596,85.3051,858.8236,5,43.9066,0,7068.6,23.3975,48.241,24.4556,67.63136607385836,447.645,209.58772835754152,0.3709,156.385,54.302,513.1713,111.9599,0,9.931,21.9916,9714122,1662050,5464600,5764787,10240.30099,0.6362500000000001
Malawi,2001,225.512,289.5312,159.0342,98.2862,868.2899,11.606164948241496,44.541,0,7068.6,22.8686,60.0824,27.1049,67.63136607385836,460.2454,209.58772835754152,0.4208,168.54,51.5833,506.2401,106.8272,0,154.1648,23.6839,9976835,1719028,5587759,5911060,10624.381159379644,0.654
Malawi,2002,303.7578,316.6033,136.0775,109.8168,871.98,0,46.3717,0,7068.6,24.8097,73.8913,28.9067,67.63136607385836,477.6266,209.58772835754152,0.4732,141.93,52.2103,501.3441,109.6059,0,168.0521,23.6273,10237350,1776361,5719293,6065205,10732.903394431403,0.9601666666666668
Malawi,2003,383.0916,576.3647,167.6042,106.6103,869.0529,0,51.7403,0,7068.6,19.4955,96.0928,22.3811,67.63136607385836,484.8758,209.58772835754152,0.5295,164.285,50.7073,517.5089,107.705,0,419.1406,27.9184,10501614,1835073,5859615,6228350,11410.92299,1.0610833333333334
Malawi,2004,262.9461,368.454,154.0912,83.4333,874.4114,0,52.1802,0,7068.6,28.2516,104.4398,30.9769,67.63136607385836,496.6823,209.58772835754152,0.5606,150.875,55.825,542.9844,115.2191,0,212.9092,28.0351,10779157,1896881,6009766,6401576,10908.094294431405,0.7975
Malawi,2005,352.7705,632.1283,133.6342,96.0263,874.4114,5,49.9003,0,7068.6,26.7968,120.4953,27.4434,67.63136607385836,511.8714,209.58772835754152,0.6054,171.695,65.4261,551.1856,131.2634,0,483.8431,28.4084,11076729,1962982,6170251,6585398,11608.723994431402,1.4533333333333331
Malawi,2006,253.853,288.4937,203.1802,101.9808,875.0429,11.606164948241496,50.6523,0,7068.6,23.5145,121.8765,22.2455,67.63136607385836,529.7922,209.58772835754152,0.8682,182.815,69.5218,584.4008,141.1495,0,165.5533,28.0318,11395534,2033728,6340083,6778224,11000.39725937964,0.9176666666666669
Malawi,2007,305.623,419.0147,223.7756,113.8584,877.1056,11.606164948241496,56.5113,0,7068.6,23.0712,123.2006,21.5747,67.63136607385836,548.723,209.58772835754152,0.7458,183.935,95.3814,651.3998,187.8238,0,239.1531,33.2822,11732355,2108614,6518572,6976891,11461.60445937964,0.8988333333333333
Malawi,2008,304.2822,507.5368,211.6646,123.723,885.0061,13,72.4277,0,7068.6,22.5175,125.5868,21.7806,67.63136607385836,574.348,209.58772835754152,1.0509,206.32,122.046,717.8056,235.7807,0,347.2032,46.6048,12084063,2187171,6710463,7178959,11884.50359,0.4971666666666667
Malawi,2009,221.513,230.2032,254.7411,125.3753,887.1199,18,76.0815,0,7068.6,23.7319,128.0772,23.6111,67.63136607385836,589.801,209.58772835754152,0.8306,206.705,141.1426,766.6949,270.0067,0,170.821,47.8879,12444330,2270272,6914014,7384918,11528.16299,0.6820833333333334
Malawi,2010,352.1793,762.1859,251.5097,115.8321,885.0577,12,68.0143,0,7068.6,26.0594,129.116,23.6438,67.63136607385836,603.6728,209.58772835754152,0.8412,193.09,177.7822,840.6521,335.3923,0,612.6037,42.5402,12809514,2357581,7122580,7595842,12777.99179,1.005
Malawi,2011,285.3864,455.4547,263.14,120.6556,886.731,13,70.032,0,7068.6,23.7271,125.6351,21.3494,67.63136607385836,632.4011,209.58772835754152,0.9155,218.475,204.509,908.4811,383.0735,0,369.144,43.6466,13178480,2449138,7334829,7811265,12371.576194431402,0.908
Malawi,2012,341.1958,688.1035,267.2986,117.8587,887.1421,20,74.0684,0,7068.6,19.1494,125.1069,17.2694,67.63136607385836,653.4989,209.58772835754152,0.9492,217.86,233.7952,975.4059,435.7448,0,539.6818,49.2236,13551942,2545363,7550255,8030996,13009.171294431402,0.912
Malawi,2013,266.486,440.506,275.9889,127.939,880.5417,35,78.1312,0,7068.6,23.8094,133.8317,19.0616,67.63136607385836,670.1121,209.58772835754152,0.9686,218.51,256.9431,1045.1482,478.3008,0,366.5023,50.9226,13930476,2646671,7769339,8255436,12714.52229,0.7248333333333333
Malawi,2014,238.7415,588.5391,252.548,132.104,849.9536,58,62.7758,0,7068.6,23.6012,146.1417,18.6005,67.63136607385836,691.7192,209.58772835754152,1.0115,236.16,255.0596,1124.6703,477.844,0,451.6374,35.061,14315223,2753615,7992387,8485579,12989.98749,1.10025
Malawi,2015,267.0484,548.1063,205.8274,128.8916,849.9536,57,71.59,0,7068.6,21.3629,156.7532,16.5924,67.63136607385836,697.3397,209.58772835754152,1.0061,193.81,294.1635,1215.3436,548.3141,0,443.2965,37.6565,14706907,2866700,8219165.000000001,8719776,13099.87489,1.244
Malawi,2016,296.9422,796.6252,187.0646,105.205,850.3786,59,87.0049,0,7068.6,28.7069,173.0365,21.3331,67.63136607385836,714.2677,209.58772835754152,1.0741,195.825,308.1486,1316.309,575.6021,0,673.5706,44.6826,15105299,2986276,8449079,8956544,13780.59579,1.3304166666666666
Malawi,2017,223.6111,363.3821,242.9009,127.1668,852.4396,60,103.0586,0,7068.6,27.0245,191.8785,18.0005,67.63136607385836,740.0836,246.67252673316628,1.134,221.375,349.7512,1364.4232,648.5647,0,248.8696,56.2862,15509514,3112590,8683181,9197987,13222.853992807028,0.9471666666666666
Malawi,2018,307.4112,451.4447,210.028,125.3832,849.9543,60,117.2303,0,7068.6,25.2169,223.4697,17.6347,69.90189747754022,766.2938,483.4366906902031,1.1576,233.29,570.084,1481.135,1032.3204,0,380.4018,64.4086,15918795,3245933,8922676,9445207,14538.802788167744,1.0400833333333332
Malawi,2019,238.1477,296.036,243.0562,138.3231,849.5993,60,135.3446,0,7068.6,22.773,254.256,19.0493,69.90189747754022,784.4154,478.6020561331726,1.1759,239.88,741.351,1710.3974,1335.1315,0,242.3452,72.8842,16332170,3386573,9168342,9698995,15001.269753610712,1.2563333333333333
Malawi,2020,247.1428,416.2493,259.4096,142.6155,838.4626,60,156.007,0,7068.6,25.4918,277.9949,19.1823,124.10557448145366,803.1549,508.9869299081332,1.2807,242.265,693.5943,1804.7017,1256.6071,0,329.2928,82.0158,16748855,3534836,9418758,9958303,15357.160604389586,1.2346666666666668
Malaysia,1990,9.3378,299.182,142.5516,3409.8248,20636.0102,1677,1622.5823,36389.6148,42354.9935,2606.2425,98.7597,82.5455,412.9719914684917,6292.5161,1635.1704022167612,583.2095625662666,6342.3653,245.1104,389.4731,826.001,9251.0577,288.2142,772.1111,9056348,8981973,8874067,8642988,136366.8455562515,0.56025
Malaysia,1991,9.3378,299.182,144.4771,3424.8187,20636.0102,1689,1743.7491,36389.6148,42354.9935,2875.1453,95.7096,88.5434,365.76726525931247,6232.4411,663.1975636150082,583.2095625662666,6775.6014,191.2768,315.2708,688.4087,9251.0577,288.2142,854.5928,9158043,9371411,9126944,8890521,135959.61939144056,0.437
Malaysia,1992,9.3378,299.182,146.8883,3370.2783,20636.0102,1616,1859.9868,36389.6148,42354.9935,3005.1182,109.196,85.4603,424.06800436205367,6173.1098,1589.4188728226457,591.1888351942279,6899.8616,210.978,334.3062,765.9247,9251.0577,288.2142,965.324,9161433,9851291,9384297,9142411,137375.5181123789,0.4129166666666666
Malaysia,1993,9.3378,299.182,152.5811,3473.8836,20625.072,1563,1934.5406,36389.6148,42354.9935,3196.992,143.0535,84.8282,435.39592644609263,6102.3583,1651.0202916411265,79.2006,7283.5711,224.659,352.1996,796.0963,9251.0577,288.2142,994.5446,9141375,10353592,9648873,9401203,137685.39671808723,0.3241666666666666
Malaysia,1994,9.3378,299.182,154.5194,3499.8838,20619.6299,1513,2146.2535,36389.6148,42354.9935,3763.6605,142.3789,82.2162,1168.762676691132,6026.7464,1921.7114474486616,85.4317,7942.7745,252.6707,383.5014,939.1076,9251.0577,288.2142,1040.1112,9113723,10873171,9921365,9667337,140274.75982413976,0.4376666666666666
Malaysia,1995,9.3378,299.182,151.7256,3370.4487,20305.8278,1545,2215.9026,36389.6148,42354.9935,3951.6762,149.9541,85.2029,1169.7876330903125,5978.894,1921.7114474486616,179.7386,8193.3555,269.9335,404.0909,942.3412,9251.0577,288.2142,1133.1745,9081996,11413601,10198689,9938199,140561.16518053898,0.4995
Malaysia,1996,4.587,329.3509,157.0791,3433.9764,19774.1055,1597,2534.2555,36389.6148,42354.9935,4475.297,260.7747,88.5563,1169.3375704702232,6031.4347,1935.3331648550811,277.3525,8776.1269,282.2807,419.4815,917.9256,5858.2167,317.276,1197.1963,9046590,11976731,10477978,10211073,138581.5523353253,0.477
Malaysia,1997,6.2846,525.6667,153.4502,3461.5647,19797.4931,1529,2628.5379,36389.6148,42354.9935,3458.8607,725.328,81.4583,16.1883,6079.6716,2006.3631997772711,378.9112,9239.7209,327.7149,474.72,985.714,7594.5394,513.3668,1297.3202,9006377,12558948,10761106,10488071,140026.48299977725,0.7785833333333333
Malaysia,1998,25.5331,5023.6484,145.0048,3378.5493,19993.7576,1648,2793.1363,36389.6148,42354.9935,4343.7385,914.1547,90.8486,15.0598,6080.6413,1935.3331648550811,480.7193,10225.8694,305.6718,455.3913,916.7425,32850.9599,4794.4566,1166.0306,8956909,13156555,11044606,10765935,176327.8552648551,1.2240833333333334
Malaysia,1999,3.7073,234.7445,150.6736,3468.6484,20349.4844,1651,3411.4124,36389.6148,42354.9935,4529.9369,1026.732,89.63,13.1336,6108.4159,883.3152480628017,588.7157,11858.2454,290.9757,459.7907,727.0068,5115.4519,229.1145,483.4426,8894354,13761932,11326235,11042420,140418.18584806286,0.4624166666666667
Malaysia,2000,3.5565,248.5701,155.7074,3500.2645,20880.9635,1665,3603.778,36389.6148,42354.9935,4639.5485,1639.3417,94.82,17.7623,6138.9837,1833.2019354816448,686.72,15129.1172,297.7946,470.3332,742.1191,5080.6414,241.2264,471.4208,8815954,14369654,11631359,11313791,146285.47913548167,0.4912499999999999
Malaysia,2001,1.5164,11.2428,151.4201,3374.5215,21387.7325,1535,3906.6929,35779.4791,32600.0895,5253.598,2147.7331,103.9484,19.4422,6166.032,2078.659771107088,790.5124,15670.4657,334.4247,517.8389,794.8921,136.4244,11.2428,445.9329,8787057,14911850,11961265,11581251,133218.8421711071,0.6813333333333333
Malaysia,2002,10.6116,64.5131,156.0767,3399.069,21708.1649,1639,4001.3759,35779.4791,32600.0895,6127.5465,2615.0929,118.0675,20.8518,6212.7424,2191.892923514965,851.8967,19513.7499,359.2856,546.8737,816.385,7105.7427,64.1251,444.9863,8746392,15452419,12292325,11850120,146347.6188,0.8363333333333333
Malaysia,2003,8.4368,55.2255,157.8779,3365.5041,21913.8851,1861,4261.3802,35779.4791,32600.0895,5920.0642,2598.0329,111.6975,18.9839,6250.7226,2494.0997268162355,795.7577,21459.5355,379.9648,582.6136,834.8334,6622.2638,54.9669,440.6418,8695421,15993282,12621130,12118281,148567.05652681622,0.7062499999999999
Malaysia,2004,19.8926,105.8391,159.0217,3410.0903,22437.7149,1927,4572.1569,35779.4791,32600.0895,6588.5507,3012.8436,119.0102,16.2503,6304.5351,2538.122922126206,692.4291,21135.9859,393.303,604.7098,859.2105,15098.6582,104.9339,412.8778,8636297,16537812.000000002,12947693,12385554,158892.70512212627,0.7594166666666666
Malaysia,2005,23.3062,124.2794,160.694,3387.5467,22946.9226,2017,4555.711,35779.4791,32600.0895,7572.0541,3519.8303,135.3372,17.4893,6363.2005,2538.122922126206,893.0828,21850.9989,373.1701,580.0786,828.1165,17590.5056,123.1156,472.3523,8571839,17087554,13271796,12651740,164452.4832221262,0.9360833333333334
Malaysia,2006,4.9946,70.1546,152.8267,3231.2446,23833.9584,2121,4497.5738,35779.4791,32600.0895,7861.7593,3709.7946,134.5583,16.8464,6417.2737,2538.122922126206,967.9079,22952.0922,380.3316,594.3358,831.0203,4516.0453,69.1202,441.7857,8501085,17642481,13592989,12916424,153722.3155221262,0.7680833333333333
